HIP	Vmag	RA	DE	Plx	pmRA	pmDE	e_Plx	B-V	V-I
 22059	 9.54	 71.17409863	-37.12100310	  32.87	  -49.66	 -134.73	  2.66	 0.950	 0.99
 22062	 8.33	 71.17911300	-47.41165673	  16.14	  249.32	  -63.47	  0.87	 0.606	 0.68
 22064	 8.62	 71.19302303	-20.01412926	  15.11	   50.39	   46.37	  1.18	 0.718	 0.77
 22067	 8.09	 71.20099661	  5.28953834	  23.43	 -116.07	  -43.76	  2.55	 0.864	 0.88
 22121	 8.89	 71.41241147	-43.89716449	  33.68	  139.77	   20.87	  0.87	 0.955	 1.00
 22122	 7.58	 71.41243863	-50.07341040	  48.90	 -445.81	 -337.31	  0.64	 0.875	 0.91
 22134	10.30	 71.44831751	-13.17060387	  16.33	  145.71	 -148.96	  1.56	 0.962	 0.95
 22142	 9.22	 71.47472303	-48.03541947	  21.23	 -145.35	  -78.19	  0.95	 0.825	 0.85
 22145	 8.82	 71.48175894	-66.51898167	  13.64	   60.64	  216.62	  0.75	 0.560	 0.63
 22151	 7.51	 71.49874137	 -6.98802504	  14.60	  -20.50	  -93.79	  1.12	 0.605	 0.67
 22152	 6.46	 71.50160938	 76.61137327	  31.03	   74.96	 -136.15	  0.56	 0.512	 0.58
 22175	 7.81	 71.56860663	  3.26870425	  31.11	   55.17	   29.83	  1.07	 0.679	 0.74
 22192	 6.18	 71.60730189	-28.08748820	  17.40	   -4.04	   18.19	  0.68	 0.189	 0.21
 22196	 6.53	 71.61218377	 42.34838914	  14.07	   -4.78	   70.78	  0.87	 0.704	 0.76
 22203	 8.30	 71.62639131	 15.47211023	  19.42	   91.37	  -24.72	  1.09	 0.665	 0.73
 22221	 7.24	 71.68968243	  9.01746112	  26.26	   89.03	  -16.73	  1.04	 0.560	 0.63
 22224	 9.60	 71.70581299	 17.74840598	  24.11	   96.93	  -33.93	  1.72	 0.967	 1.01
 22229	 7.72	 71.71748619	-60.60384543	  15.34	   50.40	  132.16	  0.61	 0.581	 0.65
 22246	10.12	 71.82574342	 45.98647443	  24.07	  241.21	  -73.86	  3.10	 0.800	 0.84
 22257	 9.66	 71.87534559	-49.85956174	  13.84	   96.20	   18.64	  0.96	 0.679	 0.74
 22263	 5.49	 71.90088443	-16.93486728	  75.10	  130.41	  169.20	  0.80	 0.632	 0.69
 22265	 8.54	 71.90633846	 18.25881521	  19.81	   78.87	  -38.81	  1.43	 0.720	 0.77
 22278	 8.52	 71.95318034	-58.36151232	  14.25	    2.78	   58.54	  0.80	 0.660	 0.72
 22281	 9.28	 71.96065043	-40.44589703	  26.35	  -51.05	  -30.02	  0.95	 0.974	 1.02
 22286	 9.17	 71.99947730	-41.89214395	  19.34	  -15.27	 -120.15	  0.98	 0.956	 1.00
 22287	 5.29	 72.00090298	 56.75753919	  20.12	   53.02	 -146.40	  0.79	 0.246	 0.22
 22288	 9.53	 72.00455258	-10.93338106	  38.30	   81.99	 -108.75	  1.16	 1.135	 1.22
 22295	 8.14	 72.02084167	-80.77933778	  16.55	   47.95	   40.56	  0.62	 0.538	 0.61
 22296	 7.49	 72.02455071	  0.67580977	  17.29	  -36.32	  -11.79	  1.00	 0.453	 0.52
 22298	 8.96	 72.02692677	 25.80718282	  13.51	  -50.89	  -13.96	  1.31	 0.557	 0.63
 22300	 6.32	 72.02893035	 55.60284572	  19.60	   79.29	  -96.37	  0.82	 0.320	 0.37
 22312	 7.00	 72.08101613	 67.76349823	  13.95	   57.02	  -81.64	  0.75	 0.320	 0.37
 22319	 6.51	 72.11521571	  2.71513834	  21.03	    4.94	   80.79	  0.86	 0.846	 0.86
 22320	 9.12	 72.11803186	-28.41941837	  18.21	  237.92	   49.63	  1.27	 0.795	 0.84
 22325	 5.76	 72.13553607	-16.32958093	  24.06	    7.09	   39.68	  0.75	 0.537	 0.59
 22336	 5.77	 72.15084320	 -5.67343877	  37.73	  312.68	 -249.28	  0.89	 0.631	 0.69
 22349	 6.95	 72.17509246	 18.71036592	  32.51	  190.15	 -384.90	  0.99	 0.618	 0.69
 22350	 9.06	 72.17530440	 21.10109968	  19.30	   81.87	  -46.43	  1.67	 0.843	 0.88
 22360	 7.84	 72.20832561	-23.27874904	  17.34	   51.06	 -169.03	  0.99	 0.526	 0.60
 22361	 5.96	 72.20942983	 75.94154357	  21.92	   37.56	 -133.28	  0.57	 0.283	 0.32
 22373	 8.95	 72.24169902	-28.72410154	  22.50	  -96.94	   67.70	  1.22	 0.774	 0.81
 22380	 8.98	 72.26446034	 18.64133790	  21.38	   82.39	  -40.86	  1.46	 0.833	 0.88
 22387	 7.74	 72.28920323	-35.08369963	  19.42	   63.24	  144.07	  0.75	 0.528	 0.60
 22393	 5.57	 72.30347923	 31.43762493	  13.90	   16.81	 -102.84	  0.81	 1.132	 1.10
 22394	 9.51	 72.30388144	 24.80296868	  18.96	   85.22	  -52.07	  1.62	 1.052	 1.11
 22395	 7.88	 72.30527795	-31.42653624	  23.28	  109.67	  -21.01	  1.08	 0.676	 0.74
 22422	 7.72	 72.38363505	 15.88880540	  19.68	   87.37	  -23.68	  0.96	 0.578	 0.65
 22429	 8.21	 72.38869441	 53.36586160	  13.61	   61.79	  -62.89	  1.11	 0.611	 0.68
 22431	 7.64	 72.40384235	-53.88207928	  34.10	  135.24	  231.90	  1.06	 0.846	 0.86
 22439	 6.27	 72.42631902	-13.76924994	  28.28	 -119.98	 -172.43	  0.80	 0.456	 0.54
 22449	 3.19	 72.45890935	  6.96124744	 124.60	  463.44	   11.62	  0.95	 0.484	 0.53
 22451	 7.49	 72.46812665	-35.10735332	  55.59	  -26.26	 -113.91	  0.71	 0.901	 0.94
 22479	 5.03	 72.54828803	-16.21728342	  13.40	   44.95	   51.26	  0.68	 0.992	 0.95
 22481	 9.49	 72.55366698	-26.13100588	  18.68	  -28.53	   -2.21	  2.36	 0.854	 0.87
 22488	 6.06	 72.56743031	-41.32100968	  19.11	   -3.02	   66.56	  0.53	 0.408	 0.47
 22496	 7.10	 72.59944989	 17.20273764	  22.96	  102.78	  -29.70	  1.17	 0.563	 0.64
 22500	 7.18	 72.61807894	-38.56023659	  17.42	   23.40	  118.08	  0.61	 0.526	 0.60
 22504	 8.14	 72.63706679	-85.37507484	  23.20	   48.40	  -38.00	  0.66	 0.614	 0.68
 22505	 7.73	 72.64067864	 15.08350373	  23.64	   89.49	  -20.65	  0.99	 0.740	 0.79
 22506	 8.94	 72.64755452	-41.04762684	  18.89	   35.98	   69.44	  0.85	 0.737	 0.78
 22509	 4.35	 72.65300943	  8.90025258	  16.84	   -0.87	  -31.57	  1.28	 0.010	 0.04
 22524	 7.29	 72.70205504	 16.21051508	  19.30	   83.97	  -24.87	  0.95	 0.536	 0.61
 22529	 7.28	 72.72134391	 37.76040972	  14.39	   39.06	   35.77	  0.96	 0.471	 0.54
 22531	 5.58	 72.73077622	-53.46172112	  26.97	  -79.08	   87.79	  1.32	 0.341	 0.40
 22534	 6.42	 72.73574565	-53.45990399	  31.18	  -87.35	   84.89	  4.99	 0.483	 0.53
 22538	 8.58	 72.76585487	-27.51973266	  13.87	   32.09	    1.81	  1.13	 0.512	 0.58
 22550	 6.79	 72.80200557	 11.06804697	  20.15	   87.60	   -8.72	  1.14	 0.543	 0.59
 22559	 9.25	 72.81990611	 32.89023121	  20.54	  -75.46	 -261.19	  1.47	 0.860	 0.90
 22562	 9.02	 72.83596730	-53.40608216	  27.10	  -80.97	   84.51	  0.80	 0.885	 0.93
 22563	 6.81	 72.83693907	-68.06979921	  18.02	  -60.06	   60.18	  0.51	 0.615	 0.68
 22565	 5.08	 72.84338884	 18.83994085	  17.27	   79.66	  -32.76	  0.82	 0.214	 0.26
 22566	 7.90	 72.84656274	 15.43350888	  17.14	   67.63	  -17.21	  1.00	 0.527	 0.60
 22569	 7.91	 72.86286039	 55.83722651	  18.15	   52.75	 -207.55	  1.17	 0.673	 0.73
 22572	 8.22	 72.86668923	-49.39559655	  13.65	    0.77	   79.98	  0.74	 0.579	 0.65
 22576	 6.78	 72.87261722	 35.81542612	  30.51	   20.67	 -117.91	  0.94	 0.717	 0.77
 22589	 8.08	 72.91881683	-31.56726202	  18.11	   96.12	  -24.47	  0.86	 0.586	 0.66
 22596	 6.94	 72.93017644	 45.83553006	  33.44	  376.09	 -564.90	  1.12	 0.586	 0.71
 22602	 8.15	 72.94072258	-35.84016512	  31.45	  -92.36	  -32.26	  0.86	 0.766	 0.81
 22604	 8.83	 72.94959392	-34.22146320	  16.18	   73.75	    7.86	  0.91	 0.655	 0.72
 22607	 6.30	 72.95801730	 13.65519410	  23.91	  106.84	  -16.00	  1.04	 0.502	 0.58
 22611	 6.68	 72.97578330	-34.23868080	  16.02	   75.89	    9.10	  0.62	 0.533	 0.61
 22615	 8.09	 72.98735308	 66.49622492	  23.94	   60.00	  -99.00	  0.95	 0.770	 0.81
 22616	 6.82	 72.98821053	  9.87277439	  18.30	   20.57	  -29.64	  1.15	 0.423	 0.49
 22632	 9.13	 73.04084050	-27.06408558	  15.55	  165.38	  -27.80	  1.20	 0.497	 0.57
 22633	 6.71	 73.04401002	 31.16442501	  17.35	  -19.86	 -105.19	  1.06	 0.875	 0.88
 22638	 9.26	 73.05581661	 44.97399031	  33.82	  -64.53	   85.94	  2.51	 1.120	 1.20
 22646	 8.59	 73.08382327	-82.47637139	  30.39	  137.84	  150.07	  0.78	 0.890	 0.93
 22650	 6.69	 73.08945847	 45.94004302	  15.43	   51.00	  -54.30	  1.04	 0.558	 0.63
 22651	 9.43	 73.09105066	-78.27144016	  13.49	  -13.74	  190.26	  1.02	 0.686	 0.74
 22654	10.29	 73.09784427	 18.99699317	  18.93	   78.66	  -31.45	  2.02	 1.070	 1.03
 22657	 7.79	 73.10220203	-13.27057046	  14.92	   -0.44	    8.88	  0.94	 0.425	 0.49
 22683	 7.80	 73.17273161	-25.77482088	  14.48	    7.52	  -68.52	  0.96	 0.446	 0.52
 22688	 7.51	 73.18738028	 14.62321982	  19.75	  200.05	  -37.85	  0.94	 0.639	 0.70
 22701	 4.36	 73.22366820	 -5.45275591	  14.39	  -18.01	   25.03	  0.88	 0.257	 0.33
 22703	 7.10	 73.23241854	 75.71052058	  22.08	  104.60	 -174.43	  0.98	 0.740	 0.79
 22715	 8.78	 73.26932070	 22.23548477	  37.09	  149.22	 -129.31	  1.37	 1.019	 1.07
 22717	 6.28	 73.27389230	-72.40833805	  30.74	  -46.17	  270.71	  0.51	 0.521	 0.59
 22772	10.08	 73.48156597	-20.53950233	  23.05	  -33.24	  240.32	  2.73	 1.271	 1.45
 22776	 7.77	 73.48419462	 36.75740514	  35.14	    6.17	   11.58	  1.12	 0.747	 0.79
 22777	 9.78	 73.48513015	 69.23936049	  13.44	  220.21	 -125.14	  1.54	 0.850	 0.89
 22782	 7.22	 73.51251267	 17.02682678	  14.82	   78.04	   -0.66	  0.88	 0.536	 0.61
 22787	 7.60	 73.51716218	-35.40490066	  38.52	  125.90	  157.75	  0.76	 0.792	 0.83
 22792	 7.53	 73.55402608	 23.99890453	  15.87	  -45.54	  -41.25	  1.14	 0.417	 0.48
 22817	 7.95	 73.63897076	 45.68109346	  14.87	    2.33	   16.68	  1.19	 0.533	 0.61
 22824	 8.04	 73.67724443	-31.43311321	  14.62	    1.96	 -270.13	  0.84	 0.580	 0.65
 22826	 7.13	 73.68166562	 12.35229831	  18.58	   92.23	  -39.95	  1.12	 0.583	 0.65
 22833	 5.18	 73.69544409	 11.42597336	  13.54	  -16.31	   13.63	  0.95	 0.121	 0.14
 22844	 6.11	 73.72051578	-58.54781783	  32.38	  100.99	   68.25	  0.52	 0.442	 0.51
 22845	 4.64	 73.72376720	 10.15114511	  27.04	   40.08	 -128.37	  0.94	 0.085	 0.11
 22850	 6.36	 73.74301084	 19.48545720	  14.67	   63.32	  -28.41	  0.95	 0.292	 0.33
 22889	 8.36	 73.84449180	  5.63631416	  14.24	   62.70	   32.48	  1.24	 0.599	 0.67
 22905	 7.49	 73.91010173	-23.24219539	  26.31	  -66.24	  129.96	  0.82	 0.606	 0.68
 22906	 7.98	 73.92316948	 20.00292146	  28.08	  173.92	 -316.93	  1.13	 0.800	 0.84
 22907	 8.13	 73.92410720	-28.56336116	  55.67	  187.57	 -227.55	  0.90	 1.072	 1.14
 22919	 7.02	 73.98251174	  4.67087296	  27.78	  134.42	 -183.50	  0.90	 0.561	 0.63
 22921	10.02	 73.98605524	-30.85813101	  22.95	  102.74	 -209.62	  2.13	 1.146	 1.24
 22933	 9.05	 74.02253235	-64.58103507	  16.61	  -48.81	   45.75	  0.76	 0.769	 0.81
 22938	 6.42	 74.03760210	  7.90480028	  17.02	  -92.81	  -42.94	  1.10	 0.415	 0.48
 22940	 8.43	 74.04419263	  2.93488748	  25.50	  150.61	 -291.00	  1.27	 0.837	 0.88
 22942	 8.81	 74.04573284	 13.97558764	  13.56	  107.20	  -71.78	  1.43	 0.780	 0.82
 22949	 6.33	 74.06496636	 24.59225291	  23.15	  -22.30	  -14.19	  0.88	 0.351	 0.41
 22953	 8.26	 74.07559212	-51.04718663	  19.05	  182.31	 -134.63	  0.69	 0.770	 0.81
 22957	 4.06	 74.09300449	 13.51457755	  19.26	  -77.77	  -45.97	  1.05	 1.158	 1.16
 22961	 8.77	 74.10833529	 64.40283469	  27.07	   38.22	  -64.73	  0.99	 0.985	 1.03
 22972	 7.51	 74.14874560	 23.29595608	  14.72	   75.58	 -105.55	  1.28	 0.516	 0.59
 22973	 9.89	 74.15267713	 72.95117200	  15.17	 -142.81	  189.96	  1.39	 0.790	 0.83
 23020	 6.95	 74.26024466	 49.92236063	  14.91	   54.72	 -118.24	  0.92	 0.395	 0.46
 23027	 8.60	 74.27684030	 24.75221241	  22.09	  -23.64	   -7.62	  1.58	 0.714	 0.77
 23042	 8.94	 74.33443821	-37.89907408	  16.87	   37.37	 -229.59	  0.89	 0.649	 0.71
 23046	 8.36	 74.37261097	-61.28856520	  13.91	  -91.81	  140.92	  0.65	 0.477	 0.55
 23054	 8.61	 74.41843139	 39.48116079	  16.86	  -18.21	   22.56	  1.37	 0.558	 0.63
 23056	 8.94	 74.41972796	 27.37604958	  14.29	  135.40	 -126.18	  1.48	 0.624	 0.69
 23069	 8.89	 74.45609880	 14.00223322	  19.66	   67.17	  -19.49	  1.62	 0.737	 0.78
 23080	 8.15	 74.49567684	 34.26851179	  30.22	  581.16	 -202.27	  1.13	 0.750	 0.79
 23100	 7.21	 74.55395495	 40.05711487	  21.04	   59.86	 -102.59	  1.07	 0.496	 0.57
 23105	 7.20	 74.57116069	  0.45398946	  29.85	 -159.48	  -13.46	  1.04	 0.705	 0.76
 23116	 6.97	 74.60897584	 -3.73300361	  20.13	   78.36	   48.37	  1.08	 0.516	 0.59
 23117	 6.74	 74.61855648	 37.32915506	  17.13	   30.31	  -48.71	  0.97	 0.335	 0.39
 23127	 9.72	 74.64317584	-27.06467900	  18.49	  -24.89	   11.63	  1.57	 0.910	 0.95
 23128	 7.94	 74.64910667	 -9.33405665	  23.13	  -33.01	  -97.78	  0.92	 0.581	 0.65
 23141	 9.37	 74.69008590	 28.79044859	  18.65	   78.16	 -185.82	  1.57	 0.895	 0.90
 23147	 9.80	 74.71030549	 49.84956222	  60.48	  111.58	 -113.85	  1.56	 1.413	 1.70
 23157	 8.75	 74.72903582	-61.10636431	  16.17	  -70.28	 -186.18	  0.77	 0.717	 0.77
 23158	 8.35	 74.73339858	-43.69415240	  13.75	   40.29	   49.41	  0.82	 0.521	 0.59
 23166	 5.65	 74.75599103	-16.37633681	  23.17	 -121.61	  127.52	  0.83	 0.447	 0.52
 23179	 4.93	 74.81406425	 37.89048240	  20.50	   46.26	  -97.81	  0.94	 0.037	 0.06
 23185	 7.11	 74.83546269	-36.87175791	  13.80	  -48.42	  114.88	  0.67	 0.473	 0.54
 23200	10.05	 74.89504630	  1.78375097	  37.50	   37.15	  -93.94	  2.56	 1.394	 1.84
 23204	 7.29	 74.90287481	 25.93606430	  20.20	  -84.39	  -88.04	  1.01	 0.803	 0.83
 23208	 9.83	 74.90846614	-10.98388084	  28.43	  383.57	  -33.26	  1.61	 1.180	 1.30
 23209	 8.49	 74.91150221	 26.25004252	  14.10	   20.14	  -79.50	  1.38	 0.550	 0.62
 23214	 6.75	 74.93445971	 15.91680509	  23.09	   87.21	  -29.19	  0.83	 0.450	 0.50
 23221	 5.39	 74.96017027	-10.26299266	  18.29	   19.49	 -136.75	  1.09	 0.797	 0.87
 23243	 9.24	 75.01163504	-27.83259791	  14.28	  -69.15	   55.66	  1.15	 0.683	 0.74
 23248	 9.00	 75.04761617	-31.70178228	  25.63	  -81.12	 -174.81	  1.17	 0.796	 0.84
 23259	 8.04	 75.07284182	 25.13642994	  26.02	   62.05	    2.88	  1.15	 0.680	 0.74
 23261	 5.95	 75.07644704	 39.39470389	  18.86	  -10.93	   -1.21	  1.26	 0.415	 0.51
 23277	 8.02	 75.12360707	  5.09904387	  16.18	   34.41	  -30.87	  2.00	 0.570	 0.64
 23283	 9.31	 75.13961675	 29.19691138	  15.43	  266.53	 -120.53	  1.34	 0.583	 0.65
 23286	 6.75	 75.14071109	 14.38368335	  28.49	   40.45	   52.03	  1.34	 0.673	 0.73
 23296	 6.31	 75.16589851	 -2.06602481	  20.17	  -12.94	   -3.10	  0.87	 0.293	 0.33
 23309	10.02	 75.19621515	-57.25725088	  38.08	   35.64	   72.80	  1.07	 1.297	 1.26
 23311	 6.22	 75.20282168	 -5.75097923	 113.46	  550.74	-1109.30	  0.82	 1.049	 1.10
 23312	 9.71	 75.20351596	  4.73308807	  16.77	   71.50	   10.67	  1.79	 0.957	 0.94
 23314	 8.11	 75.20662611	-35.00045759	  15.93	  -34.50	   32.07	  0.75	 0.524	 0.60
 23316	 9.52	 75.21601147	-41.01855908	  13.77	   32.09	   11.96	  0.97	 0.666	 0.73
 23317	10.03	 75.21658194	 61.12527033	  22.01	  128.94	 -221.17	  2.26	 1.036	 1.09
 23318	 7.71	 75.22522373	 77.77550443	  20.08	  -13.50	    1.15	  0.69	 0.560	 0.63
 23347	 7.48	 75.32613134	-23.70802430	  14.78	   25.31	   61.57	  0.83	 0.458	 0.53
 23362	 4.91	 75.35649111	-20.05188078	  15.60	   36.68	  -15.47	  0.73	-0.047	-0.04
 23373	 8.04	 75.37521400	-21.66420727	  15.63	   -6.91	  111.81	  1.08	 0.531	 0.60
 23380	 6.03	 75.40009862	 61.07843227	  27.10	   16.40	 -179.31	  0.80	 0.448	 0.52
 23383	 9.34	 75.40450679	-62.09062867	  15.86	  105.46	  176.46	  0.85	 0.712	 0.76
 23384	 8.06	 75.40603215	 24.63722349	  25.65	   93.73	 -268.33	  1.43	 0.690	 0.75
 23396	 7.99	 75.43443138	 20.83007077	  24.38	  -65.85	  -92.74	  1.78	 0.740	 0.79
 23395	 6.79	 75.43448908	 26.67106213	  25.27	   -2.32	   43.47	  1.77	 0.506	 0.58
 23399	 8.11	 75.43878643	 42.34454081	  14.34	   12.40	 -137.79	  1.21	 0.513	 0.59
 23402	 8.22	 75.44302929	 26.65066656	  25.43	   -1.93	   29.17	  1.34	 0.700	 0.75
 23413	 7.53	 75.48467796	-76.62814281	  17.48	  -27.54	 -134.93	  0.74	 0.482	 0.55
 23414	 8.31	 75.48788479	  1.04953932	  16.71	  115.00	   49.77	  1.20	 0.571	 0.64
 23425	 7.12	 75.52277909	 69.16046325	  15.83	   86.38	  -79.28	  1.00	 0.446	 0.52
 23430	 5.01	 75.54069171	-26.27484321	  13.45	   85.79	  -76.63	  0.59	 1.056	 1.02
 23431	 8.19	 75.54074698	 14.08254884	  34.88	   86.36	 -405.09	  1.46	 0.720	 0.77
 23437	 7.02	 75.57128038	-56.08231511	  44.94	  -45.45	  731.80	  0.58	 0.636	 0.72
 23443	 7.51	 75.58463004	 13.91048443	  26.00	  -10.32	 -100.57	  1.17	 0.615	 0.68
 23452	 8.31	 75.61879215	-21.25610576	 117.38	 -141.55	 -221.74	  1.81	 1.430	 1.81
 23482	 5.37	 75.70302244	-49.15147328	  38.19	  -43.96	   27.18	  0.51	 0.421	 0.49
 23484	 6.20	 75.70974597	 66.82378884	  35.78	   67.57	 -335.17	  0.62	 0.509	 0.58
 23497	 4.62	 75.77376699	 21.59006170	  20.01	   68.94	  -40.85	  0.91	 0.155	 0.19
 23498	 9.00	 75.78174186	 13.73071388	  18.44	   65.95	  -18.46	  1.66	 0.765	 0.81
 23509	 8.15	 75.82264162	 54.91501560	  15.76	   23.25	 -109.72	  1.17	 0.607	 0.68
 23516	 9.28	 75.84052800	-23.25062977	  37.93	  248.88	  157.15	  5.00	 1.281	 1.55
 23518	 9.96	 75.84430666	 53.13220642	  71.35	 1304.13	-1537.29	  1.76	 1.389	 1.64
 23530	 7.63	 75.87769937	 63.07741788	  31.76	  106.24	  310.91	  1.05	 0.660	 0.72
 23532	 7.93	 75.88822036	 63.08517472	  31.92	  101.12	  315.26	  0.95	 0.710	 0.76
 23553	 8.38	 75.96974155	-40.60764290	  18.60	   -8.42	  -58.88	  0.70	 0.637	 0.70
 23554	 5.61	 75.97189741	-24.38805735	  16.65	   25.69	  -38.42	  0.64	 0.094	 0.06
 23555	 6.30	 75.97472974	-41.74533727	  31.93	   22.82	  159.17	  0.57	 0.528	 0.63
 23563	 9.79	 75.99686589	 28.87774061	  26.73	  220.81	 -208.73	  2.13	 1.060	 1.12
 23573	10.03	 76.02249072	-42.36325393	  16.17	  188.88	 -131.79	  1.11	 0.739	 0.81
 23575	 8.60	 76.02587930	 -0.64870676	  20.83	   59.94	 -143.50	  1.22	 0.741	 0.79
 23585	 6.51	 76.06739108	 45.77950386	  17.52	   19.06	  -63.33	  0.84	 0.223	 0.25
 23593	 9.69	 76.09316092	-10.14895988	  19.67	   66.81	 -275.47	  1.54	 0.798	 0.84
 23595	 4.55	 76.10129897	-35.48287057	  17.63	  126.17	  -44.36	  0.54	 1.177	 1.19
 23627	 7.20	 76.19800085	-11.69850172	  23.59	   74.83	 -217.15	  0.89	 0.618	 0.69
 23641	 9.27	 76.22287719	-69.16888348	  24.02	    8.45	   -3.85	  0.95	 0.787	 0.82
 23644	 8.36	 76.22739483	-40.57055714	  14.96	    2.72	   39.35	  1.61	 0.695	 0.75
 23655	 9.51	 76.25946615	 43.31331929	  16.10	  -79.48	 -207.02	  1.86	 0.610	 0.68
 23662	 7.69	 76.27709995	  6.13023779	  16.69	   49.05	   -4.87	  1.12	 0.509	 0.58
 23668	 5.71	 76.31745462	-26.15223983	  13.58	   10.48	  -62.10	  0.64	 1.166	 1.15
 23685	 3.19	 76.36521705	-22.37085673	  14.39	   19.27	  -72.35	  0.68	 1.460	 1.50
 23686	 9.71	 76.36601930	-33.81242864	  21.18	   21.72	 -125.54	  1.66	 0.991	 1.04
 23693	 4.71	 76.37787652	-57.47298928	  85.83	  -31.87	  117.42	  0.46	 0.526	 0.60
 23694	10.02	 76.37813786	 52.81038575	  21.85	   14.06	  -93.63	  2.06	 1.040	 1.01
 23701	 9.86	 76.41806930	  6.46516704	  13.78	   66.03	    4.23	  2.08	 0.947	 0.99
 23708	 8.98	 76.44753216	-57.55412256	  86.76	  -32.02	  118.83	  0.89	 1.386	 1.64
 23709	 7.31	 76.45508256	 35.84607610	  16.80	   25.76	   -9.23	  0.88	 0.453	 0.52
 23716	 7.87	 76.47992642	-13.91387490	  21.24	   87.61	   51.84	  1.45	 1.000	 0.87
 23719	 8.25	 76.48953169	-73.59444401	  15.73	  -27.97	  149.54	  0.68	 0.592	 0.66
 23742	 7.72	 76.54717332	-62.79031867	  16.73	  -32.42	  305.69	  0.59	 0.491	 0.56
 23750	 8.82	 76.57479047	 17.81649215	  18.78	   64.38	  -31.98	  1.40	 0.730	 0.78
 23767	 3.18	 76.62862102	 41.23464074	  14.87	   30.60	  -68.41	  0.74	-0.148	-0.17
 23776	 7.32	 76.64710323	-77.56645217	  27.38	  142.42	 -418.36	  0.82	 0.652	 0.72
 23783	 4.98	 76.66940952	 51.59814314	  38.14	  -29.31	 -173.95	  0.79	 0.343	 0.40
 23786	 7.74	 76.67519780	 14.44681583	  41.70	  282.67	 -239.14	  1.14	 0.804	 0.83
 23789	 7.30	 76.67951832	 14.08507264	  16.90	  -15.21	 -121.23	  1.25	 0.559	 0.63
 23802	 7.30	 76.73071555	 -5.16555869	  13.45	   62.08	  -25.58	  0.90	 0.549	 0.62
 23816	 7.04	 76.78610366	-17.29952197	  19.54	    6.83	 -164.22	  0.87	 0.506	 0.58
 23818	 6.47	 76.79074687	-19.39252388	  26.44	  -41.74	  269.68	  0.76	 0.648	 0.71
 23824	 6.80	 76.82630615	-83.86025826	  21.01	   58.04	  147.61	  0.64	 0.573	 0.65
 23831	 5.97	 76.85367500	-12.49100914	  27.60	  136.07	 -107.12	  0.67	 0.606	 0.67
 23835	 4.91	 76.86115023	 18.64500711	  63.02	  536.05	   18.51	  0.93	 0.657	 0.74
 23841	 7.33	 76.89289150	-54.98914329	  15.05	  -48.89	   53.86	  0.61	 0.490	 0.56
 23852	 6.15	 76.90965166	  9.47270928	  35.34	   -5.61	 -382.35	  0.82	 0.625	 0.73
 23857	 7.93	 76.91251827	-53.55747222	  16.43	  -11.82	   68.76	  0.67	 0.524	 0.60
 23869	 8.61	 76.94798483	 69.52897300	  23.54	   52.41	 -179.70	  1.19	 0.785	 0.82
 23871	 5.28	 76.95178565	 20.41845485	  18.80	  -49.12	  -31.33	  0.82	 0.118	 0.13
 23873	10.20	 76.95650549	 30.40148699	  14.18	    9.69	  -21.92	  6.84	 0.469	 0.54
 23875	 2.78	 76.96264146	 -5.08626282	  36.71	  -83.39	  -75.44	  0.76	 0.161	 0.16
 23879	 5.33	 76.97030487	  8.49857348	  16.84	   34.96	  -59.49	  1.32	 0.338	 0.37
 23884	 7.60	 76.98253929	 26.32812489	  28.38	  -69.17	  -66.96	  1.08	 0.664	 0.73
 23887	 9.70	 77.00109471	 44.30728971	  16.13	  195.38	   22.78	  1.84	 0.900	 0.94
 23896	 6.66	 77.02084088	  7.89876215	  13.57	  -30.88	 -147.74	  1.20	 0.980	 0.99
 23913	 9.07	 77.06759795	 52.36758477	  19.60	   -3.93	   -6.21	  1.40	 0.710	 0.76
 23926	 6.75	 77.12485202	-41.21436998	  17.40	  -75.06	  283.57	  0.95	 0.662	 0.72
 23929	 7.07	 77.13351636	 -2.82446724	  13.42	  -28.62	  -12.38	  0.95	 0.409	 0.48
 23932	10.28	 77.14473389	-18.16864510	 107.30	  503.75	-1400.17	  2.00	 1.520	 2.64
 23941	 5.11	 77.18194475	 -4.45624625	  39.99	   55.62	   16.03	  0.70	 0.455	 0.55
 23983	 5.43	 77.33168451	  9.82959768	  18.54	   63.54	   -7.87	  0.83	 0.249	 0.24
 23984	 8.84	 77.33321623	-65.12931808	  14.12	  -61.76	   68.94	  0.79	 0.651	 0.71
 24005	 8.51	 77.41197085	 29.79042730	  17.28	   64.67	    2.14	  1.19	 0.677	 0.74
 24008	 7.49	 77.41565550	-44.33572228	  16.51	   20.29	   97.08	  0.60	 0.463	 0.53
 24016	 6.67	 77.43188452	 29.79863873	  18.79	   58.98	   -5.42	  0.92	 0.526	 0.60
 24017	 6.37	 77.43554096	 64.91993345	  25.27	  -16.75	 -182.20	  0.71	 0.448	 0.52
 24019	 5.93	 77.43773063	 28.03060835	  18.28	   55.86	  -60.57	  1.30	 0.311	 0.36
 24020	 8.62	 77.43932461	 28.03376598	  18.28	  103.25	   15.87	  1.30	 0.707	 0.76
 24021	 7.41	 77.44118728	  7.18155375	  21.39	   51.64	   14.61	  1.21	 0.464	 0.53
 24035	 9.22	 77.50306378	 27.64340005	  25.67	  207.69	  -84.28	  1.53	 0.930	 0.98
