HIP	Vmag	RA	DE	Plx	pmRA	pmDE	e_Plx	B-V	V-I
 24037	 8.49	 77.50880111	 -7.07117285	  21.80	  -58.49	 -241.45	  1.22	 0.681	 0.74
 24046	 6.97	 77.51558529	 27.55672199	  24.88	  197.69	  -88.54	  1.06	 0.505	 0.58
 24059	 6.69	 77.54352394	 13.54847265	  14.80	  -64.01	  -42.50	  0.91	 0.381	 0.45
 24065	 7.76	 77.56019870	 30.57503623	  16.15	   39.10	 -129.63	  1.29	 0.539	 0.61
 24076	 7.42	 77.58623886	 -7.59367425	  17.56	  -40.93	 -174.65	  0.99	 0.543	 0.62
 24098	 8.65	 77.64185054	-51.30170845	  17.19	   37.48	  102.70	  0.75	 0.704	 0.76
 24109	 5.67	 77.67862860	 46.96243511	  21.64	   57.35	 -150.22	  0.87	 0.452	 0.52
 24110	 8.71	 77.67925495	-44.57222559	  17.86	   97.80	  182.46	  0.82	 0.765	 0.81
 24113	 8.46	 77.68567136	 25.14196943	  14.85	  -24.57	 -191.36	  1.43	 0.636	 0.70
 24130	 6.24	 77.74156183	 -2.25374808	  20.66	   85.61	 -150.55	  0.84	 0.984	 0.98
 24133	 7.61	 77.74662906	 32.03875744	  21.39	 -116.47	   21.53	  2.18	 0.718	 0.77
 24136	 9.58	 77.75752048	 25.95842408	  15.74	   90.71	  -95.38	  1.44	 0.815	 0.84
 24142	 9.15	 77.77435855	 17.39940414	  13.53	   30.74	  -70.29	  1.78	 0.849	 0.86
 24157	 9.62	 77.81878287	-56.05726064	  20.83	  169.36	  142.02	  1.02	 0.853	 0.90
 24162	 5.89	 77.82970507	 -2.49078592	  26.04	   81.46	    1.44	  0.83	 0.462	 0.53
 24176	 8.12	 77.87307112	-33.88057826	  18.02	  -27.25	  -33.30	  0.83	 0.708	 0.76
 24180	 7.88	 77.87905825	  5.70355036	  17.75	   60.65	 -139.87	  1.12	 0.522	 0.59
 24186	 8.86	 77.89672045	-45.00448677	 255.26	 6506.05	-5731.39	  0.86	 1.543	 1.96
 24190	 9.52	 77.90341683	 -1.85571767	  20.92	  -86.09	   20.90	  1.67	 0.925	 0.97
 24192	 9.85	 77.90877144	-12.24187054	  17.17	   99.45	 -208.15	  1.40	 0.920	 0.96
 24205	 7.00	 77.94309668	  4.40387325	  34.85	  180.83	 -137.32	  1.33	 0.588	 0.66
 24210	 8.04	 77.97621046	 -9.11179838	  33.68	  -72.33	 -558.12	  1.16	 0.799	 0.84
 24221	 7.03	 78.01253399	-65.17585190	  15.26	   40.66	   58.93	  0.57	 0.431	 0.51
 24243	 8.89	 78.07245707	 41.44713595	  35.23	  -14.00	 -471.63	  1.58	 1.010	 1.05
 24244	 4.45	 78.07453075	-11.86914287	  13.53	   24.95	  -31.22	  0.69	-0.099	-0.08
 24267	 9.18	 78.12268632	-56.71637371	  14.52	  -50.91	   28.39	  0.78	 0.794	 0.83
 24283	10.32	 78.17438551	 23.89358436	  13.80	  243.28	 -131.05	  1.97	 0.880	 0.92
 24291	 9.51	 78.19439587	-37.93901114	  13.68	  112.71	  205.83	  1.05	 0.763	 0.81
 24301	 9.93	 78.22169987	 19.72380744	  31.41	  366.33	 -674.39	  2.48	 1.064	 1.12
 24305	 3.29	 78.23280460	-16.20542901	  17.69	   45.66	  -16.13	  0.71	-0.110	-0.09
 24316	 9.43	 78.26748077	-59.64688139	  14.55	  935.43	  515.36	  1.01	 0.503	 0.58
 24320	 8.59	 78.28448257	-59.98333470	  17.45	   17.91	  145.25	  7.67	 0.691	 0.75
 24329	 8.98	 78.31783880	 73.49107057	  25.12	  -81.32	   48.98	  1.19	 0.738	 0.79
 24332	 6.48	 78.32313264	 37.33763726	  38.50	 -144.76	 -135.10	  0.87	 0.542	 0.62
 24336	 7.82	 78.35442218	  3.68704787	  21.36	  -36.81	   22.24	  1.34	 0.637	 0.70
 24340	 4.82	 78.35721486	 38.48467394	  20.08	  -18.66	  -72.41	  1.39	 0.189	 0.23
 24344	 7.11	 78.36604504	-55.56865331	  18.94	   50.11	 -101.31	  0.66	 0.636	 0.70
 24362	 7.16	 78.40537666	-32.06717827	  13.46	   -4.07	   22.76	  0.69	 0.219	 0.24
 24397	 7.19	 78.50700760	 51.43104183	  16.76	   60.00	 -137.14	  1.17	 0.631	 0.70
 24419	 7.43	 78.58306312	-15.82608507	  31.78	  201.06	 -224.64	  0.99	 0.719	 0.76
 24424	 9.12	 78.61439335	-36.17088202	  18.35	    0.56	  -34.21	  1.00	 0.768	 0.81
 24454	 9.97	 78.69997880	  0.66304730	  38.14	  235.47	 -446.06	  2.22	 1.189	 1.31
 24457	 9.85	 78.70731850	  0.70929163	  26.11	  139.46	 -200.16	  2.12	 1.118	 1.20
 24465	 8.01	 78.76328166	-12.20476209	  15.20	  -69.27	  -37.47	  0.98	 0.497	 0.57
 24480	 7.72	 78.79819344	 20.05617857	  16.54	   64.67	  -36.47	  1.40	 0.687	 0.74
 24493	 6.15	 78.82717763	 -1.40906138	  21.77	  -35.52	    8.78	  0.91	 0.401	 0.47
 24526	 7.89	 78.92882758	-49.44479868	  30.90	   99.38	  -51.66	  1.19	 0.747	 0.79
 24542	 9.65	 78.98097235	-81.07225775	  17.65	   63.80	   77.27	  0.94	 0.786	 0.82
 24558	10.50	 79.03775345	 16.94280949	  21.55	 -148.64	 -161.30	  2.38	 1.090	 1.16
 24578	 7.07	 79.10053420	-32.51349383	  16.30	   30.50	  -16.52	  0.66	 0.537	 0.61
 24583	 8.93	 79.11334193	 39.85862184	  19.37	   -1.04	 -183.91	  1.57	 0.761	 0.80
 24597	 8.28	 79.14607434	-42.51462622	  21.26	   14.90	   92.57	  0.75	 0.660	 0.72
 24608	 0.08	 79.17206517	 45.99902927	  77.29	   75.52	 -427.13	  0.89	 0.795	 0.83
 24629	 7.47	 79.25099331	-31.27707479	  20.13	    6.17	  160.28	  0.74	 0.475	 0.55
 24654	 9.59	 79.35227313	 26.08317043	  16.51	  -16.80	   -0.70	  4.68	 0.473	 0.54
 24658	 6.96	 79.36487564	 60.18200071	  20.31	   -9.75	 -132.99	  0.76	 0.458	 0.53
 24659	 4.81	 79.37093064	-34.89438961	  29.63	   93.71	 -336.53	  0.54	 0.987	 1.00
 24660	 8.54	 79.37805466	 14.51422310	  18.54	   11.69	  -74.92	  1.09	 0.667	 0.73
 24663	 6.69	 79.37983989	 20.13207090	  13.66	  -14.34	  -94.09	  1.64	 0.523	 0.60
 24679	 5.48	 79.41769273	-13.51970778	  20.69	   -7.59	  -48.49	  0.78	 0.932	 0.94
 24681	 7.31	 79.42075333	  7.35370479	  22.22	   -3.74	 -148.69	  1.05	 0.661	 0.72
 24710	 9.28	 79.50173415	-27.49043791	  19.09	  -47.57	 -109.53	  3.25	 1.015	 0.99
 24711	 8.39	 79.51353698	-34.02965925	  14.12	   72.99	   20.68	  1.52	 0.594	 0.66
 24718	 8.44	 79.52304258	-80.96469080	  14.06	  -49.80	   47.59	  0.88	 0.700	 0.62
 24722	 9.05	 79.53362111	-76.90435447	  16.00	  244.09	  137.81	  0.73	 0.662	 0.72
 24723	 7.61	 79.53719214	-16.18712905	  17.43	  -97.79	   27.69	  1.43	 0.930	 0.92
 24727	 4.54	 79.54395049	 33.37200411	  13.92	   29.86	 -160.98	  1.39	 1.252	 1.32
 24754	 8.27	 79.61753278	-51.42661173	  27.03	  -33.37	 -154.80	  0.74	 0.733	 0.78
 24777	 9.08	 79.67773371	-14.01835309	  25.48	  228.13	  -43.22	  1.39	 0.834	 0.88
 24783	 9.35	 79.69699088	-21.39366593	  49.34	 -139.42	  -39.09	  2.13	 1.298	 1.60
 24786	 5.96	 79.70931620	-18.13019946	  40.11	  385.00	   61.32	  0.76	 0.572	 0.64
 24813	 4.69	 79.78365993	 40.10066732	  79.08	  519.39	 -664.79	  0.90	 0.630	 0.70
 24817	 5.34	 79.79678985	  2.59593601	  16.47	  -18.14	  -53.30	  1.21	 0.412	 0.48
 24819	 7.77	 79.80103751	 -3.07414077	  59.29	  702.14	  136.27	  1.68	 1.051	 1.21
 24822	 4.96	 79.81912416	 22.09669104	  15.83	   19.62	  -81.08	  0.86	 0.937	 0.92
 24829	 5.44	 79.84214072	-50.60652008	  27.70	   23.00	  227.39	  0.50	 0.517	 0.59
 24832	 6.49	 79.84884980	 33.98543113	  13.85	   26.56	   -4.32	  0.81	 0.256	 0.29
 24834	 8.01	 79.85676735	-14.76855138	  15.04	  -33.27	   -0.40	  0.99	 0.560	 0.63
 24864	 7.00	 79.95425507	  2.51385191	  26.68	   30.52	  -99.17	  1.18	 0.531	 0.60
 24874	 8.72	 79.99779615	-15.84014212	  41.09	  173.92	  204.52	  1.26	 1.003	 1.05
 24877	 7.00	 80.00293918	 32.78569297	  17.35	   17.41	  -38.91	  0.91	 0.579	 0.65
 24883	 7.50	 80.01508236	 13.54520689	  18.93	  -20.20	  -89.59	  0.98	 0.561	 0.63
 24886	 9.18	 80.01907969	-31.16744025	  28.87	   60.72	   98.73	  1.17	 0.960	 1.01
 24912	 8.47	 80.08918356	-32.61978585	  16.52	   20.00	   44.79	  1.30	 0.600	 0.65
 24923	 9.03	 80.10580114	 11.60985081	  18.26	   50.64	  -13.41	  1.58	 0.765	 0.80
 24935	 8.77	 80.13672855	-42.73690103	  13.57	  -47.02	  -24.80	  0.81	 0.448	 0.52
 24947	 7.39	 80.15841138	-39.75497535	  21.91	   38.93	   12.80	  0.63	 0.510	 0.58
 24965	 9.15	 80.21208622	-77.92099356	  20.59	 -100.36	  278.66	  0.80	 0.794	 0.84
 25002	 7.68	 80.30406472	-14.15252018	  26.89	  -26.95	   28.40	  0.96	 0.636	 0.70
 25034	 7.71	 80.41300347	 15.84718321	  17.48	  -31.09	  -46.38	  1.04	 0.481	 0.55
 25052	 7.76	 80.45455296	 51.48680715	  19.82	  238.67	 -230.55	  1.00	 0.699	 0.76
 25061	10.26	 80.48227264	-32.49433795	  14.62	  -15.46	  141.08	  1.50	 0.796	 0.84
 25082	 7.01	 80.54658250	  5.39542809	  18.46	   49.12	  -50.64	  1.27	 0.516	 0.59
 25094	 7.09	 80.58127514	 59.27860298	  34.00	  225.80	 -284.36	  0.86	 0.750	 0.79
 25110	 5.08	 80.64073869	 79.23075701	  47.66	  -78.60	  161.13	  0.52	 0.506	 0.58
 25119	 7.76	 80.65607665	  2.60352940	  50.24	   54.20	 -139.41	  1.52	 0.980	 0.96
 25127	 9.15	 80.67796662	 13.22919231	  20.54	   15.31	  -45.45	  1.22	 0.706	 0.76
 25137	 9.23	 80.69158009	 47.91405389	  16.14	 -178.45	 -153.78	  1.29	 0.590	 0.66
 25148	 8.70	 80.72352412	-42.32097290	  14.80	  -45.55	  201.00	  0.80	 0.713	 0.76
 25166	 8.15	 80.76294957	 46.98698851	  24.12	   12.74	  -84.71	  1.17	 0.780	 0.82
 25180	 6.49	 80.79991836	-26.70548911	  19.08	   21.51	   22.95	  0.74	 0.505	 0.58
 25183	 7.53	 80.80157145	-31.74857525	  14.96	  -89.59	  -76.72	  1.14	 0.387	 0.45
 25189	 9.44	 80.83317317	 54.80062386	  29.37	   75.17	 -396.80	  1.46	 1.029	 1.08
 25190	 8.41	 80.83769606	-36.67097994	  18.83	   -2.30	  194.80	  2.17	 0.675	 0.73
 25191	 8.99	 80.83977021	 -2.27738354	  18.21	   33.91	  -96.88	  1.44	 0.761	 0.80
 25195	 8.11	 80.86054681	 16.98186124	  19.97	    6.43	 -152.28	  1.30	 0.606	 0.68
 25206	10.33	 80.88034972	-46.45276683	  15.65	  157.26	  125.82	  1.33	 0.919	 0.96
 25220	 7.93	 80.90927585	 17.32413076	  69.76	  253.35	   -4.66	  1.50	 1.104	 1.18
 25222	 7.29	 80.91521285	 64.12507449	  22.66	  162.29	 -125.43	  0.96	 0.538	 0.61
 25231	 7.65	 80.94166992	-62.58178137	  15.88	   -4.85	  -46.96	  0.82	 0.700	 0.53
 25240	 6.13	 80.96388815	 -0.86662418	  17.23	   -5.64	    0.95	  1.13	 0.483	 0.55
 25247	 4.13	 80.98681839	 -7.80795569	  18.71	  -13.91	  -44.80	  0.74	 0.943	 0.97
 25256	 8.03	 81.02214177	-47.34047445	  14.33	   -5.73	  -40.28	  0.73	 0.461	 0.53
 25278	 5.00	 81.10545973	 17.38355205	  68.19	  250.40	   -7.42	  0.94	 0.544	 0.62
 25280	 5.64	 81.11861918	-16.97574213	  14.84	   34.67	  -15.86	  0.72	-0.001	 0.02
 25282	 5.07	 81.12046283	 -0.89166902	  18.93	   -5.03	  140.19	  0.82	 0.961	 0.96
 25283	 9.08	 81.12557166	-38.96951280	  56.36	   44.00	  -58.37	  0.97	 1.248	 1.21
 25300	 7.32	 81.18507421	 63.38660393	  21.83	 -125.65	  -57.50	  1.73	 0.714	 0.77
 25318	 8.21	 81.23614989	-50.97647266	  15.13	   30.92	   89.31	  0.63	 0.543	 0.62
 25321	 8.06	 81.24153995	-34.20656512	  26.81	   10.71	  181.02	  0.80	 0.728	 0.78
 25336	 1.64	 81.28278416	  6.34973451	  13.42	   -8.75	  -13.28	  0.98	-0.224	-0.22
 25351	 7.17	 81.33032710	-75.69165030	  28.14	 -104.24	 -308.89	  0.55	 0.538	 0.61
 25354	10.42	 81.33528573	 65.18176628	  25.96	 -108.91	   20.74	  2.17	 1.210	 1.35
 25359	 9.36	 81.34930704	-44.43054227	  13.91	  -42.06	 -109.21	  0.88	 0.634	 0.70
 25376	 7.85	 81.42699998	-53.48090248	  16.80	   69.46	   72.52	  0.64	 0.521	 0.59
 25388	 7.49	 81.47203874	 -6.36262758	  17.20	 -132.03	  -21.18	  0.96	 0.572	 0.64
 25393	 9.16	 81.47878077	 61.78306350	  22.37	  199.75	   12.82	  1.20	 1.026	 1.07
 25396	 7.53	 81.49393207	-19.68986992	  34.90	    7.42	  -26.32	  6.98	 0.536	 0.61
 25397	 5.78	 81.49926259	-19.69535296	  23.24	    3.43	  -19.06	  1.39	 0.441	 0.51
 25414	 8.35	 81.53086407	 61.24211642	  20.64	   94.82	 -256.28	  1.08	 0.700	 0.75
 25421	 7.70	 81.56070096	-32.50454389	  55.76	  246.73	  -90.72	  0.76	 0.946	 0.99
 25428	 1.65	 81.57290804	 28.60787346	  24.89	   23.28	 -174.22	  0.88	-0.130	-0.09
 25434	 9.05	 81.59563519	-43.37677141	  14.72	   30.48	   -0.03	  4.41	 0.519	 0.59
 25435	 7.65	 81.59598486	  3.85650607	  15.96	   51.23	   36.89	  1.15	 0.473	 0.54
 25441	 9.18	 81.61928915	-63.18338244	  22.25	   -5.42	   82.01	  0.86	 0.879	 0.92
 25461	 8.21	 81.67765456	-45.04980132	  19.11	  -16.72	   61.93	  0.75	 0.574	 0.65
 25486	 6.30	 81.76980376	-11.90084379	  37.26	   17.19	  -49.30	  0.84	 0.553	 0.63
 25490	 7.18	 81.77789398	-31.56626467	  17.08	  -57.22	   38.32	  0.73	 0.600	 0.67
 25497	 7.35	 81.79176428	-16.52346423	  15.58	  -17.44	 -121.88	  0.90	 0.500	 0.57
 25506	 7.67	 81.81560396	-46.09416877	  14.74	   16.44	  -41.78	  0.75	 0.416	 0.48
 25523	 9.58	 81.87496560	 18.84642874	  21.24	   56.36	 -346.11	  1.57	 0.920	 0.96
 25544	 6.99	 81.91469745	-60.41576917	  51.10	 -148.89	  -92.83	  0.52	 0.755	 0.79
 25559	10.12	 81.94105136	-28.79963153	  23.99	  -40.53	 -176.75	  5.10	 1.203	 1.34
 25580	 6.41	 82.00384487	 33.76421211	  29.54	   20.14	 -209.31	  0.91	 0.510	 0.58
 25586	 8.67	 82.02524600	 22.93065859	  17.69	 -119.41	  -81.74	  1.38	 0.689	 0.75
 25589	 6.85	 82.03860605	 16.43914771	  16.44	  -36.18	  -53.96	  1.29	 0.666	 0.73
 25606	 2.81	 82.06135971	-20.75923214	  20.49	   -5.03	  -85.92	  0.85	 0.807	 0.86
 25612	10.12	 82.07682229	-81.77430687	  32.84	  -29.03	 -441.37	  0.99	 1.170	 1.28
 25616	 6.78	 82.08797529	-22.43428482	  28.28	 -136.68	  147.17	  0.81	 0.590	 0.66
 25623	 7.65	 82.10948129	 -3.49761780	  77.03	 -306.64	 -797.13	  0.91	 1.113	 1.26
 25627	 9.20	 82.11669480	-39.37102679	  25.36	   87.13	   20.53	  0.94	 0.939	 0.99
 25647	 6.88	 82.18659539	-65.44893735	  66.92	   32.14	  150.97	  0.54	 0.830	 0.94
 25654	 9.19	 82.20112812	-13.54196205	  18.95	  114.80	 -161.67	  1.51	 0.783	 0.83
 25662	 6.71	 82.21491883	 12.55135347	  34.55	   81.49	 -218.40	  0.88	 0.582	 0.67
 25670	 8.27	 82.24658227	-17.42905777	  21.35	  -84.60	  -74.53	  1.09	 0.657	 0.72
 25679	 8.32	 82.26363575	-19.14276456	  20.85	    8.12	  -80.09	  1.06	 0.702	 0.76
 25709	 8.47	 82.35035119	-34.51543432	  13.38	   24.37	    5.50	  0.73	 0.646	 0.71
 25717	 8.19	 82.36365254	 13.42757089	  13.56	  -16.11	   -8.18	  1.23	 0.463	 0.53
 25746	 6.64	 82.45880477	-47.07627039	  19.45	   27.27	   -6.78	  0.57	 0.348	 0.41
 25749	 7.14	 82.47167537	 53.43274127	  17.88	  -26.51	   24.79	  0.84	 0.397	 0.46
 25768	 5.46	 82.53942437	-47.07733403	  22.87	   20.84	 -131.94	  0.57	 0.615	 0.68
 25775	 9.72	 82.55823834	-42.69697908	  51.56	   33.15	 -145.33	  3.73	 1.343	 1.31
 25795	 8.30	 82.62625797	-37.20306746	  22.63	  173.18	  172.23	  0.73	 0.653	 0.72
 25805	10.28	 82.67829432	-70.91975369	  16.97	  -21.21	   25.72	  7.18	 0.746	 0.79
 25840	 6.95	 82.74935527	-10.08031884	  23.98	  160.27	 -316.26	  0.86	 0.561	 0.63
 25843	 8.18	 82.75493101	-28.52909622	  20.22	  -20.82	  139.50	  0.88	 0.583	 0.65
 25860	 8.64	 82.80751760	 15.77435794	  18.66	  -43.48	 -373.23	  1.35	 0.669	 0.73
 25873	 8.40	 82.84767850	 12.55642206	  28.00	  172.35	 -136.20	  1.31	 0.814	 0.84
 25878	 7.97	 82.86229396	 -3.67214214	 175.72	  763.05	-2092.89	  1.20	 1.474	 2.08
 25880	 7.54	 82.87120240	 54.65554473	  24.43	 -142.50	 -354.00	  1.18	 0.620	 0.69
 25905	 8.36	 82.93436723	  0.09986646	  26.21	  171.06	 -463.72	  1.28	 0.697	 0.75
 25918	 5.18	 82.96942437	-76.34166340	  32.43	  143.20	  287.75	  1.29	 1.130	 1.11
 25922	 6.99	 82.98167297	-16.67587603	  13.37	  -21.48	 -233.18	  0.87	 0.931	 0.98
 25949	 8.57	 83.05980427	 70.81532924	  13.99	   -4.82	  -55.00	  1.99	 0.681	 0.74
 25952	 7.97	 83.06031358	-38.19759640	  19.81	  114.96	   -5.93	  0.70	 0.550	 0.62
 25963	 7.37	 83.08569030	-47.47533353	  17.54	   -0.31	   41.87	  0.63	 0.670	 0.73
 25973	 6.44	 83.14033281	 57.22161686	  22.79	  112.04	 -224.63	  0.81	 0.587	 0.66
 25993	 5.45	 83.21407027	-38.51334582	  18.92	   50.43	  -10.57	  0.52	 1.224	 1.16
 26001	 5.34	 83.24801962	-64.22751422	  14.07	   33.10	   -1.27	  0.52	 1.039	 1.03
 26003	 9.15	 83.24922513	-24.25515195	  16.42	   11.15	  -47.18	  1.73	 0.860	 0.90
 26008	 6.82	 83.26211940	 68.01343183	  17.07	    2.63	 -190.31	  0.73	 0.370	 0.43
 26013	 9.12	 83.26912293	-26.72488551	  29.57	   15.02	  151.99	  1.17	 1.045	 1.10
 26014	 9.21	 83.27085281	-34.49379028	  14.60	  -25.32	 -133.20	  0.95	 0.649	 0.71
 26018	 8.81	 83.27907033	 20.03628221	  21.71	  -71.00	 -296.53	  2.45	 0.900	 0.94
 26027	 8.19	 83.28806064	 15.94406119	  14.25	   31.64	 -140.83	  1.21	 0.549	 0.62
 26030	 8.60	 83.30656958	-65.02303174	  15.97	   83.37	  139.84	  0.70	 0.594	 0.66
 26037	 8.11	 83.32052116	 39.50603796	  18.52	  -67.89	 -139.08	  1.29	 0.617	 0.69
 26050	 7.15	 83.36166407	-49.37759303	  13.46	   18.80	 -121.22	  0.56	 0.492	 0.56
 26060	 7.68	 83.37649299	-24.33749229	  19.22	   12.39	 -174.46	  1.17	 0.544	 0.62
 26065	 8.16	 83.38327418	-40.93285822	  13.84	   -9.07	   56.84	  0.72	 0.500	 0.57
 26067	 8.83	 83.40067383	-51.06573543	  22.03	    2.56	   28.68	  1.84	 0.990	 0.97
 26079	 6.42	 83.43457243	-54.90231460	  17.80	   65.95	   10.37	  0.53	 0.550	 0.62
 26080	 8.76	 83.43609844	 38.87638728	  14.15	  -16.98	   21.46	  1.34	 0.621	 0.69
 26100	 7.32	 83.50009064	 15.58461475	  17.44	  -50.85	  -28.43	  1.08	 0.580	 0.65
 26129	 9.10	 83.57336415	 11.98886208	  14.13	  -21.72	   15.16	  1.47	 0.661	 0.72
 26160	 8.69	 83.65460928	 81.69853129	  19.89	   97.22	 -167.57	  0.96	 0.593	 0.66
 26175	 8.80	 83.70174186	-23.46793027	  37.07	  318.05	 -433.24	  1.25	 0.923	 0.99
 26196	10.08	 83.75294948	 28.09917215	  27.05	  214.12	 -271.15	  1.74	 1.270	 1.44
 26231	 8.00	 83.83508853	 13.28455044	  13.34	   48.14	  -60.88	  1.18	 0.496	 0.57
 26245	 6.74	 83.86158723	-33.26948575	  20.99	  -42.54	  105.71	  0.85	 0.502	 0.57
 26269	 7.12	 83.91474297	-81.61194305	  20.12	  -30.56	   30.06	  0.54	 0.496	 0.57
 26274	 9.32	 83.92195420	 -7.37431526	  16.85	  117.93	  113.49	  1.40	 0.817	 0.86
 26277	 9.33	 83.93442645	-62.79787593	  30.82	  -74.58	  249.05	  0.94	 1.119	 1.25
 26309	 6.26	 84.04282744	-28.70800575	  17.68	   25.52	   -3.92	  0.71	 0.151	 0.16
 26310	 7.26	 84.04681515	 44.32641882	  14.96	 -101.72	    5.29	  0.93	 0.493	 0.51
 26326	 7.99	 84.10422167	 32.00366143	  16.28	   -4.05	  -49.55	  1.22	 0.557	 0.63
 26328	 6.88	 84.11004406	 21.99331440	  15.35	  -44.21	  -84.81	  1.99	 0.501	 0.48
 26330	 8.57	 84.11835929	 25.58787152	  14.70	  -51.48	   -2.43	  1.41	 0.506	 0.58
 26335	 8.78	 84.12913389	 11.32800602	  87.90	   -2.56	  -57.60	  1.29	 1.415	 1.40
 26346	 8.79	 84.14997038	-11.80129582	  13.43	  -12.07	   22.13	  1.34	 0.530	 0.60
 26366	 4.09	 84.22637775	  9.29141200	  28.10	   96.84	 -304.18	  0.91	 0.951	 1.02
 26372	 7.01	 84.23159766	 74.31949201	  16.11	   35.58	  -99.93	  0.60	 0.353	 0.41
 26373	 7.95	 84.23680224	-47.96468727	  41.90	   25.31	   -0.04	  1.74	 0.845	 0.86
 26380	 6.69	 84.25720205	-73.69908204	  26.47	  138.79	 -107.29	  0.56	 0.584	 0.66
 26381	 7.68	 84.26056715	 20.73180857	  30.08	  -79.75	 -419.96	  1.15	 0.667	 0.73
 26382	 5.53	 84.26545679	 17.04040910	  18.56	   42.90	  -34.86	  0.86	 0.237	 0.26
 26384	10.15	 84.26630462	 52.52392898	  26.12	  101.32	 -208.10	  1.90	 1.122	 1.21
 26392	 7.09	 84.27996591	 41.82833557	  22.35	    4.28	  -32.27	  1.20	 0.569	 0.64
 26395	 6.10	 84.28650077	-11.77546037	  15.14	   20.52	  -22.66	  0.81	 0.051	 0.06
 26394	 5.65	 84.28663598	-80.47167450	  54.92	  311.97	 1050.19	  0.45	 0.600	 0.64
 26401	 9.30	 84.30379718	-42.71543481	  13.39	   11.90	  -13.76	  1.60	 0.727	 0.78
 26404	 7.68	 84.30682808	-24.40210332	  17.08	   13.58	  -15.48	  0.85	 0.448	 0.52
 26412	 6.15	 84.31872154	-27.87119898	  22.44	   20.78	  -67.08	  0.73	 0.322	 0.37
 26437	 7.75	 84.38972509	 74.68920658	  19.96	  -25.01	 -181.37	  0.73	 0.617	 0.69
 26444	 7.64	 84.40429072	  6.11222256	  21.01	   93.40	  -89.05	  1.20	 0.578	 0.65
 26453	 7.26	 84.41504533	-28.62628562	  16.80	   24.24	   -3.92	  0.82	 0.404	 0.47
 26460	 5.28	 84.43601282	-28.68979391	  23.54	  -37.99	   42.58	  0.62	 0.486	 0.54
 26478	 8.24	 84.47354631	-39.80237305	  14.00	   44.26	   53.14	  0.81	 0.547	 0.62
 26486	 7.73	 84.50399975	 78.35918778	  14.51	   69.16	 -259.55	  0.76	 0.480	 0.55
 26488	 7.43	 84.50745443	-42.96415150	  16.42	  109.76	  274.41	  0.66	 0.600	 0.68
 26501	 7.33	 84.53956879	-46.10490664	  39.59	 -126.90	 -465.04	  0.94	 0.769	 0.81
 26505	 7.74	 84.55156564	 51.44548289	  48.72	 -549.43	  105.81	  1.00	 0.834	 0.88
 26533	 9.54	 84.65609388	-41.29962077	  19.14	   -5.27	  -20.79	  6.27	 0.738	 0.79
 26534	 7.59	 84.65750850	-16.91903880	  17.88	  106.17	 -102.82	  0.98	 0.607	 0.68
 26542	 9.55	 84.66846091	-38.35686650	  34.45	   64.71	 -252.93	  1.07	 1.043	 1.09
 26544	 7.94	 84.67357853	 32.47510928	  14.63	   36.59	  -47.27	  0.95	 0.470	 0.57
 26553	 8.71	 84.69474550	-52.48903491	  14.76	   75.07	   75.09	  0.72	 0.602	 0.67
 26556	 7.89	 84.70223325	 55.74791937	  16.22	  -13.95	   20.40	  0.80	 0.483	 0.55
 26563	 4.77	 84.72121589	 -7.21270844	  21.24	  -15.00	  -49.55	  2.05	 0.139	 0.16
 26587	 7.03	 84.77247542	 56.36036185	  16.64	    9.34	 -132.59	  0.79	 0.411	 0.48
 26604	 8.25	 84.82162739	 10.25992400	  17.29	    1.98	  -28.94	  2.99	 0.694	 0.75
 26610	 7.78	 84.85089447	-25.24323339	  14.40	    0.36	   42.03	  0.91	 0.543	 0.62
 26614	10.25	 84.85938789	-22.83802439	  22.71	  -23.17	 -267.60	  1.87	 1.111	 1.19
 26624	 5.99	 84.87980519	 -3.56470944	  24.16	   -3.88	    2.10	  0.73	 0.294	 0.34
 26641	 8.91	 84.93428002	 -5.05144223	  20.28	   42.47	  297.46	  1.25	 0.647	 0.71
 26651	 7.12	 84.96456571	 24.22536781	  18.64	   -3.06	   40.18	  0.99	 0.398	 0.46
 26653	 7.85	 84.96816107	 52.89783269	  35.91	  -12.70	 -141.66	  1.12	 0.764	 0.80
 26664	 8.67	 85.00707298	  6.06117663	  23.32	   54.70	 -245.76	  1.31	 0.827	 0.87
 26676	10.20	 85.03988093	 12.17827427	  14.30	  271.77	  -70.44	  1.99	 0.650	 0.71
 26688	 7.70	 85.07296536	-19.22668007	  20.61	 -133.30	 -195.88	  0.89	 0.417	 0.48
 26689	 7.36	 85.07329557	 16.39321489	  17.82	   56.67	 -162.29	  1.08	 0.524	 0.60
 26722	 7.84	 85.17907131	-36.58496106	  19.05	 -124.73	   28.15	  0.75	 0.554	 0.63
 26729	 7.96	 85.19327446	  9.26561527	  13.68	  -53.23	  -70.03	  1.06	 0.652	 0.72
 26737	 7.84	 85.21669361	-31.35021979	  27.15	  -58.03	 -365.31	  0.70	 0.648	 0.71
 26744	 6.74	 85.24093606	 32.89599354	  16.13	   -0.20	   -1.21	  0.90	 0.491	 0.56
 26761	 7.60	 85.27276976	 24.35021559	  17.34	  -11.24	   17.63	  1.17	 0.519	 0.59
 26762	 5.93	 85.27328514	  0.33768602	  19.46	   12.30	   27.76	  1.04	 0.311	 0.36
