

Results from query to  NASA/IPAC Extragalactic Database (NED),
which is operated by the Jet Propulsion Laboratory, California Institute of
Technology, under contract with the National Aeronautics and Space Administration.


queryDateTime:2007-11-21T06:10:20PST



Main Information Table for ABELL 0085



Equinox:J2000.0



CoordSystem:Equatorial

No.|Object Name|pos_ra_equ|pos_dec_equ|Object Type|Velocity|Redshift|Redshift_flag|DistanceArcmin|Number of References|Number of Notes|Number of Photometry Data Points|Number of Position Data Points|Number of Redshift Data Points|Number of Diameter Data Points|Number of Associations
4418|ABELL 0085:[SDG98] 3575| 11.09146 |  -9.96256 |G|||||1|0|0|0|0|0|0
4419|ABELL 0085:[SDG98] 3576| 11.09329 |  -8.30475 |G|||||1|0|0|0|0|0|0
4420|APMUKS(BJ) B004150.78-095520.2| 11.09329 |  -9.64872 |G| 70154| 0.234008 |    ||2|0|1|1|0|0|0
4421|ABELL 0085:[SDG98] 3578| 11.09333 |  -8.33092 |G|||||1|0|0|0|0|0|0
4422|APMUKS(BJ) B004151.34-091822.7| 11.09625 |  -9.03275 |G|||||1|0|1|1|0|0|0
4423|ABELL 0085:[SDG98] 3580| 11.09650 |  -9.01261 |G|||||1|0|0|0|0|0|1
4424|ABELL 0085:[SDG98] 3581| 11.09688 |  -9.39939 |G|||||1|0|0|0|0|0|0
4425|APMUKS(BJ) B004151.76-093249.3| 11.09775 |  -9.27350 |G|||||1|0|1|1|0|0|0
4426|APMUKS(BJ) B004151.62-083927.8| 11.09796 |  -8.38428 |G|||||1|0|1|1|0|0|0
4427|APMUKS(BJ) B004152.02-102638.2| 11.09808 | -10.17044 |G|||||1|0|1|1|0|0|0
4428|ABELL 0085:[SDG98] 3585| 11.09900 |  -9.92147 |G|||||1|0|0|0|0|0|0
4429|APMUKS(BJ) B004151.98-090517.2| 11.09913 |  -8.81472 |G|||||1|0|1|1|0|0|0
4430|APMUKS(BJ) B004152.00-084938.6| 11.09938 |  -8.55390 |G| 44365| 0.147985 |    ||2|0|1|1|0|0|0
4431|ABELL 0085:[SDG98] 3588| 11.09967 | -10.14825 |G|||||1|0|0|0|0|0|0
4432|APMUKS(BJ) B004152.43-102309.0| 11.09975 | -10.11231 |G|||||1|0|1|1|0|0|0
4433|APMUKS(BJ) B004152.73-101446.1| 11.10108 |  -9.97275 |G|||||1|0|1|1|0|0|0
4434|APMUKS(BJ) B004152.55-084810.0| 11.10158 |  -8.52922 |G|||||1|0|1|1|0|0|0
4435|APMUKS(BJ) B004152.60-090056.6| 11.10163 |  -8.74228 |G|||||1|0|1|1|0|0|0
4436|APMUKS(BJ) B004152.57-083502.0| 11.10200 |  -8.31036 |G|||||1|0|1|1|0|0|0
4437|APMUKS(BJ) B004153.09-101610.4| 11.10254 |  -9.99615 |G| 46575| 0.155357 |    ||2|0|1|1|0|0|0
4438|ABELL 0085:[SDG98] 3595| 11.10383 | -10.07389 |G|||||1|0|0|0|0|0|0
4439|ABELL 0085:[SDG98] 3596| 11.10421 |  -8.99525 |G|||||1|0|0|0|0|0|0
4440|ABELL 0085:[SDG98] 3597| 11.10492 |  -9.51081 |G|||||1|0|0|0|0|0|0
4441|APMUKS(BJ) B004153.85-094356.6| 11.10633 |  -9.45876 |G| 64103| 0.213824 |    ||3|0|1|1|0|0|0
4442|APMUKS(BJ) B004153.68-084004.9| 11.10654 |  -8.39450 |G|||||1|0|1|1|0|0|0
4443|APMUKS(BJ) B004154.18-094316.8| 11.10763 |  -9.44786 |G|||||1|0|1|1|0|0|0
4444|ABELL 0085:[SDG98] 3601| 11.11100 |  -8.63461 |G|||||1|0|0|0|0|0|0
4445|ABELL 0085:[SDG98] 3602| 11.11204 |  -9.69236 |G|||||1|0|0|0|0|0|0
4446|APMUKS(BJ) B004155.60-101929.8| 11.11304 | -10.05150 |G|||||1|0|1|1|0|0|0
4447|ABELL 0085:[SDG98] 3604| 11.11483 |  -9.39231 |G|||||1|0|0|0|0|0|0
4448|SDSS J004427.60-085950.4| 11.11500 |  -8.99733 |G|577101| 1.925000 |PHOT||2|0|0|0|0|0|0
4449|ABELL 0085:[SDG98] 3606| 11.11517 |  -9.42692 |G|||||1|0|0|0|0|0|0
4450|ABELL 0085:[SDG98] 3607| 11.11642 |  -8.98568 |*|||||2|0|0|0|0|0|0
4451|APMUKS(BJ) B004156.21-084305.4| 11.11708 |  -8.44475 |G|||||1|0|1|1|0|0|0
4452|ABELL 0085:[SDG98] 3609| 11.11871 |  -8.47206 |G|||||1|0|0|0|0|0|0
4453|APMUKS(BJ) B004156.75-084635.4| 11.11921 |  -8.50297 |G|||||1|0|1|1|0|0|0
4454|ABELL 0085:[SDG98] 3611| 11.11971 | -10.06383 |G|||||1|0|0|0|0|0|0
4455|APMUKS(BJ) B004157.15-095904.8| 11.11979 |  -9.71106 |G|||||1|0|1|1|0|0|0
4456|SDSS J004428.96-092847.8| 11.12069 |  -9.47995 |G| 12770| 0.042597 |    ||2|0|21|2|2|4|0
4457|ABELL 0085:[SDG98] 3614| 11.12100 |  -8.97239 |G|||||1|0|0|0|0|0|0
4458|APMUKS(BJ) B004157.60-101345.4| 11.12146 |  -9.95575 |G|||||1|0|1|1|0|0|0
4459|ABELL 0085:[SDG98] 3616| 11.12279 |  -9.69722 |G|||||1|0|0|0|0|0|0
4460|APMUKS(BJ) B004157.94-100718.5| 11.12292 |  -9.84831 |G|||||1|0|1|1|0|0|0
4461|ABELL 0085:[SDG98] 3618| 11.12392 |  -9.83614 |G|||||1|0|0|0|0|0|0
4462|ABELL 0085:[SDG98] 3619| 11.12412 |  -9.63608 |G|||||1|0|0|0|0|0|0
4463|ABELL 0085:[SDG98] 3620| 11.12442 |  -8.38850 |G|||||1|0|0|0|0|0|0
4464|ABELL 0085:[SDG98] 3621| 11.12562 |  -8.74058 |G|||||1|0|0|0|0|0|0
4465|APMUKS(BJ) B004158.52-101008.3| 11.12567 |  -9.89556 |G|||||1|0|1|1|0|0|0
4466|APMUKS(BJ) B004158.69-094522.6| 11.12629 |  -9.48281 |G|||||1|0|1|1|0|0|0
4467|APMUKS(BJ) B004158.63-084858.9| 11.12704 |  -8.54292 |G|||||1|0|1|1|0|0|0
4468|APMUKS(BJ) B004158.72-083924.6| 11.12742 |  -8.38339 |G|||||1|0|1|1|0|0|0
4469|APMUKS(BJ) B004159.05-094305.6| 11.12800 |  -9.44474 |G| 32029| 0.106837 |    ||2|0|1|1|0|0|0
4470|ABELL 0085:[SDG98] 3627| 11.12829 |  -9.54628 |G|||||1|0|0|0|0|0|0
4471|2MASX J00443091-1010498| 11.12870 | -10.18056 |G| 15692| 0.052344 |    ||1|0|30|2|2|6|0
4472|ABELL 0085:[SDG98] 3629| 11.12925 | -10.12303 |G|||||1|0|0|0|0|0|0
4473|APMUKS(BJ) B004159.25-084846.0| 11.12971 |  -8.53939 |G|||||1|0|1|1|0|0|0
4474|ABELL 0085:[SDG98] 3631| 11.12971 | -10.27197 |G|||||1|0|0|0|0|0|0
4475|APMUKS(BJ) B004159.47-084841.2| 11.13054 |  -8.53800 |G|||||1|0|1|1|0|0|0
4476|APMUKS(BJ) B004159.66-084143.2| 11.13133 |  -8.42192 |G|||||1|0|1|1|0|0|0
4477|2MASX J00443158-0931548| 11.13172 |  -9.53168 |G| 54268| 0.181020 |    ||2|0|30|2|2|6|0
4478|ABELL 0085:[SDG98] 3635| 11.13208 |  -9.94011 |G|||||1|0|0|0|0|0|0
4479|APMUKS(BJ) B004159.99-083930.0| 11.13283 |  -8.38486 |G|||||1|0|1|1|0|0|0
4480|ABELL 0085:[SDG98] 3637| 11.13325 |  -9.96539 |G|||||1|0|0|0|0|0|0
4481|APMUKS(BJ) B004200.15-085420.2| 11.13329 |  -8.63208 |G|||||1|0|1|1|0|0|0
4482|ABELL 0085:[SDG98] 3639| 11.13342 |  -9.44297 |G|||||1|0|0|0|0|0|0
4483|APMUKS(BJ) B004200.53-095629.5| 11.13379 |  -9.66794 |G|||||1|0|1|1|0|0|0
4484|APMUKS(BJ) B004200.56-084206.3| 11.13525 |  -8.42831 |G|||||1|0|1|1|0|0|0
4485|ABELL 0085:[SDG98] 3642| 11.13558 |  -8.39167 |G|||||1|0|0|0|0|0|0
4486|ABELL 0085:[SDG98] 3643| 11.13579 |  -8.36006 |G|||||1|0|0|0|0|0|0
4487|ABELL 0085:[SDG98] 3644| 11.13796 |  -9.91128 |G|||||1|0|0|0|0|0|0
4488|ABELL 0085:[SDG98] 3645| 11.13842 | -10.24572 |G|||||1|0|0|0|0|0|0
4489|ABELL 0085:[SDG98] 3646| 11.13975 |  -9.08197 |G|||||1|0|0|0|0|0|0
4490|APMUKS(BJ) B004202.01-100914.6| 11.13996 |  -9.88064 |G|||||1|0|1|1|0|0|0
4491|2MASX J00443368-0914538| 11.14012 |  -9.24826 |G| 44416| 0.148157 |    ||2|0|30|2|2|6|0
4492|APMUKS(BJ) B004201.94-092218.1| 11.14025 |  -9.09822 |G|||||1|0|1|1|0|0|0
4493|ABELL 0085:[SDG98] 3650| 11.14062 |  -9.71683 |G|||||1|0|0|0|0|0|0
4494|ABELL 0085:[SDG98] 3651| 11.14067 | -10.28569 |G|||||1|0|0|0|0|0|0
4495|APMUKS(BJ) B004202.17-090736.9| 11.14138 |  -8.85342 |G|||||1|0|1|1|0|0|0
4496|ABELL 0085:[SDG98] 3654| 11.14154 |  -9.63381 |G|||||1|0|0|0|0|0|0
4497|ABELL 0085:[SDG98] 3655| 11.14162 |  -9.24533 |G|||||1|0|0|0|0|0|0
4498|SDSS J004433.99-093333.3| 11.14175 |  -9.55924 |G| 20295| 0.067696 |    ||3|0|21|2|2|4|0
4499|ABELL 0085:[SDG98] 3656| 11.14275 |  -9.10242 |G|||||1|0|0|0|0|0|0
4500|APMUKS(BJ) B004202.77-101900.8| 11.14292 | -10.04356 |G|||||1|0|1|1|0|0|0
4501|MCG -02-03-005| 11.14321 |  -8.34736 |G|  5995| 0.019997 |    ||8|1|10|1|1|3|0
4502|ABELL 0085:[SDG98] 3659| 11.14383 |  -8.45600 |G|||||1|0|0|0|0|0|0
4503|ABELL 0085:[SDG98] 3660| 11.14438 |  -9.07794 |G|||||1|0|0|0|0|0|0
4504|APMUKS(BJ) B004203.21-083811.6| 11.14621 |  -8.36306 |G|||||1|0|1|1|0|0|0
4505|ABELL 0085:[SDG98] 3662| 11.14754 |  -8.52967 |G|||||1|0|0|0|0|0|1
4506|APMUKS(BJ) B004203.71-084938.1| 11.14808 |  -8.55383 |G|||||1|0|1|1|0|0|0
4507|APMUKS(BJ) B004204.08-101745.0| 11.14837 | -10.02243 |G| 61714| 0.205855 |    ||2|0|2|1|0|0|0
4508|ABELL 0085:[SDG98] 3665| 11.14871 |  -8.53211 |G|||||1|0|0|0|0|0|1
4509|APMUKS(BJ) B004203.91-090815.6| 11.14879 |  -8.86411 |G|||||1|0|1|1|0|0|0
4510|APMUKS(BJ) B004203.93-084514.3| 11.14892 |  -8.48131 |G|||||1|0|1|1|0|0|0
4511|ABELL 0085:[SDG98] 3668| 11.14979 | -10.00533 |G|||||1|0|0|0|0|0|0
4512|APMUKS(BJ) B004204.49-100823.0| 11.15017 |  -9.86625 |G|||||1|0|1|1|0|0|0
4513|APMUKS(BJ) B004204.62-084240.2| 11.15212 |  -8.43769 |G|||||1|0|1|1|0|0|0
4514|ABELL 0085:[SDG98] 3671| 11.15283 |  -9.55392 |G|||||1|0|0|0|0|0|0
4515|ABELL 0085:[SDG98] 3672| 11.15304 |  -9.86236 |G|||||1|0|0|0|0|0|0
4516|APMUKS(BJ) B004205.08-093949.5| 11.15304 |  -9.39031 |G|||||1|0|1|1|0|0|0
4517|APMUKS(BJ) B004205.16-093359.8| 11.15346 |  -9.29306 |G|||||1|0|1|1|0|0|0
4518|ABELL 0085:[SDG98] 3675| 11.15375 |  -9.40847 |G|||||1|0|0|0|0|0|0
4519|SDSS J004436.94-094600.4| 11.15392 |  -9.76679 |G|  8968| 0.029914 |    ||5|0|20|2|2|4|2
4520|SDSS J004437.30-094925.6| 11.15546 |  -9.82374 |G| 39531| 0.131860 |    ||3|0|22|2|2|4|0
4521|ABELL 0085:[SDG98] 3678| 11.15638 |  -9.13697 |G|||||1|0|0|0|0|0|0
4522|APMUKS(BJ) B004205.71-084049.5| 11.15654 |  -8.40700 |G|||||1|0|1|1|0|0|0
4523|APMUKS(BJ) B004205.86-091207.8| 11.15675 |  -8.92864 |G|||||1|0|1|1|0|0|0
4524|SDSS J004437.72-094551.6| 11.15718 |  -9.76434 |G|  9012| 0.030061 |    ||1|0|20|1|3|4|0
4525|ABELL 0085:[SDG98] 3681| 11.15725 |  -8.69443 |*|||||2|0|0|0|0|0|0
4526|ABELL 0085:[SDG98] 3682| 11.15783 |  -8.30447 |G|||||1|0|0|0|0|0|0
4527|ABELL 0085:[SDG98] 3683| 11.15800 | -10.15489 |G|||||1|0|0|0|0|0|0
4528|APMUKS(BJ) B004206.46-094353.4| 11.15883 |  -9.45806 |G| 46486| 0.155060 |    ||2|0|1|1|0|0|0
4529|ABELL 0085:[SDG98] 3685| 11.15908 |  -9.24100 |G|||||1|0|0|0|0|0|0
4530|ABELL 0085:[SDG98] 3686| 11.15912 |  -8.55078 |G|||||1|0|0|0|0|0|0
4531|ABELL 0085:[SDG98] 3687| 11.15925 |  -8.66703 |G|||||1|0|0|0|0|0|0
4532|2MASX J00443825-0822477| 11.15933 |  -8.38000 |G|||||1|0|10|1|0|2|0
4533|ABELL 0085:[SDG98] 3689| 11.15996 |  -9.21044 |G|||||1|0|0|0|0|0|0
4534|ABELL 0085:[SDG98] 3691| 11.16004 |  -9.91343 |*|||||2|0|0|0|0|0|0
4535|APMUKS(BJ) B004206.63-090636.2| 11.16008 |  -8.83667 |G|||||1|0|1|1|0|0|0
4536|APMUKS(BJ) B004207.18-100613.0| 11.16125 |  -9.83022 |G| 39400| 0.131424 |    ||3|0|2|1|0|0|0
4537|APMUKS(BJ) B004207.33-094432.6| 11.16238 |  -9.46889 |G| 29790| 0.099369 |    ||2|0|1|1|0|0|0
4538|APMUKS(BJ) B004207.27-092503.6| 11.16250 |  -9.14411 |G|||||1|0|1|1|0|0|0
4539|ABELL 0085:[SDG98] 3695| 11.16417 | -10.08681 |G|||||1|0|0|0|0|0|0
4540|SDSS J004439.48-094209.6| 11.16467 |  -9.70266 |G| 16991| 0.056675 |    ||5|0|22|2|2|4|0
4541|APMUKS(BJ) B004208.05-085147.1| 11.16621 |  -8.58969 |G|||||1|0|1|1|0|0|0
4542|APMUKS(BJ) B004208.46-094943.3| 11.16692 |  -9.55517 |G|||||1|0|1|1|0|0|0
4543|ABELL 0085:[SDG98] 3699| 11.16771 |  -9.98197 |G|||||1|0|0|0|0|0|0
4544|APMUKS(BJ) B004208.68-094400.4| 11.16804 |  -9.45992 |G|||||1|0|1|1|0|0|0
4545|ABELL 0085:[SDG98] 3701| 11.16817 |  -8.61861 |G|||||1|0|0|0|0|0|0
4546|SDSS J004440.46-100430.7| 11.16861 | -10.07521 |G| 39246| 0.130911 |    ||2|0|21|2|1|4|0
4547|ABELL 0085:[SDG98] 3703| 11.16900 |  -8.62783 |G|||||1|0|0|0|0|0|0
4548|ABELL 0085:[SDG98] 3704| 11.16938 |  -9.99428 |G|||||1|0|0|0|0|0|0
4549|APMUKS(BJ) B004208.93-083913.4| 11.17008 |  -8.38031 |G|||||1|0|1|1|0|0|0
4550|APMUKS(BJ) B004209.26-084223.5| 11.17129 |  -8.43314 |G|||||1|0|1|1|0|0|0
4551|ABELL 0085:[SDG98] 3707| 11.17150 |  -9.83683 |G|||||1|0|0|0|0|0|0
4552|2MASX J00444139-0935557| 11.17217 |  -9.59879 |G| 17058| 0.056899 |    ||3|0|31|2|2|6|0
4553|APMUKS(BJ) B004209.92-093608.7| 11.17333 |  -9.32908 |G|||||1|0|1|1|0|0|0
4554|APMUKS(BJ) B004209.87-084416.4| 11.17400 |  -8.46447 |G|||||1|0|1|1|0|0|0
4555|APMUKS(BJ) B004210.27-100932.9| 11.17421 |  -9.88560 |G| 72157| 0.240689 |    ||2|0|1|1|0|0|0
4556|APMUKS(BJ) B004210.14-092434.0| 11.17429 |  -9.13592 |G|||||1|0|1|1|0|0|0
4557|APMUKS(BJ) B004210.11-091843.2| 11.17433 |  -9.03858 |G|||||1|0|1|1|0|0|0
4558|2MASX J00444191-0852187| 11.17433 |  -8.87202 |G| 50715| 0.169167 |    ||2|0|30|2|1|6|0
4559|APMUKS(BJ) B004210.09-083712.5| 11.17488 |  -8.34672 |G|||||1|0|1|1|0|0|0
4560|ABELL 0085:[SDG98] 3716| 11.17504 | -10.11253 |G|||||1|0|0|0|0|0|0
4561|ABELL 0085:[SDG98] 3717| 11.17583 | -10.02706 |G|||||1|0|0|0|0|0|0
4562|ABELL 0085:[SDG98] 3718| 11.17613 |  -8.56069 |G|||||1|0|0|0|0|0|0
4563|APMUKS(BJ) B004210.57-092650.0| 11.17617 |  -9.17369 |G|||||1|0|1|1|0|0|0
4564|APMUKS(BJ) B004210.65-091740.3| 11.17679 |  -9.02113 |G| 27777| 0.092654 |    ||2|0|1|1|0|0|0
4565|APMUKS(BJ) B004210.82-084202.0| 11.17779 |  -8.42717 |G|||||1|0|1|1|0|0|0
4566|APMUKS(BJ) B004210.92-085630.2| 11.17804 |  -8.66831 |G|||||1|0|1|1|0|0|0
4567|APMUKS(BJ) B004211.25-102210.5| 11.17821 | -10.09619 |G|||||1|0|1|1|0|0|0
4568|ABELL 0085:[SDG98] 3724| 11.17833 |  -9.86617 |G|||||1|0|0|0|0|0|0
4569|2MASX J00444307-0927457| 11.17925 |  -9.46280 |G| 29826| 0.099490 |    ||2|0|30|2|2|6|0
4570|APMUKS(BJ) B004211.31-091009.5| 11.17950 |  -8.89583 |G|||||1|0|1|1|0|0|0
4571|ABELL 0085:[SDG98] 3727| 11.17975 |  -9.44247 |G|||||1|0|0|0|0|0|0
4572|APMUKS(BJ) B004211.73-101336.3| 11.18046 |  -9.95330 |*|||||2|0|1|1|0|0|0
4573|ABELL 0085:[SDG98] 3729| 11.18104 | -10.20836 |G|||||1|0|0|0|0|0|0
4574|ABELL 0085:[SDG98] 3730| 11.18158 |  -8.64117 |G|||||1|0|0|0|0|0|0
4575|APMUKS(BJ) B004212.05-101451.0| 11.18167 |  -9.97419 |G|||||1|0|1|1|0|0|0
4576|ABELL 0085:[SDG98] 3732| 11.18325 |  -9.59889 |G|||||1|0|0|0|0|0|0
4577|APMUKS(BJ) B004212.57-094554.9| 11.18425 |  -9.49163 |G| 28934| 0.096513 |    ||2|0|1|1|0|0|0
4578|APMUKS(BJ) B004212.47-090514.0| 11.18433 |  -8.81374 |*|||||2|0|1|1|0|0|0
4579|ABELL 0085:[SDG98] 3735| 11.18437 |  -8.35592 |G|||||1|0|0|0|0|0|0
4580|ABELL 0085:[SDG98] 3736| 11.18450 |  -8.47761 |G|||||1|0|0|0|0|0|0
4581|APMUKS(BJ) B004212.72-092504.7| 11.18508 |  -9.14447 |G|||||1|0|1|1|0|0|0
4582|APMUKS(BJ) B004213.04-100353.4| 11.18592 |  -9.79119 |G|||||1|0|1|1|0|0|0
4583|2MASX J00444479-0825337| 11.18642 |  -8.42611 |G|||||1|0|10|1|0|2|0
4584|2MASX J00444506-0825557| 11.18758 |  -8.43231 |G|||||1|0|9|1|0|2|0
4585|APMUKS(BJ) B004213.59-094238.2| 11.18850 |  -9.43711 |G|||||1|0|1|1|0|0|0
4586|ABELL 0085:[SDG98] 3742| 11.18875 |  -9.88003 |G|||||1|0|0|0|0|0|0
4587|ABELL 0085:[SDG98] 3743| 11.18913 |  -9.69711 |G|||||1|0|0|0|0|0|0
4588|APMUKS(BJ) B004213.64-084156.7| 11.18962 |  -8.42558 |G|||||1|0|1|1|0|0|0
4589|APMUKS(BJ) B004214.27-101231.3| 11.19088 |  -9.93522 |G|||||1|0|1|1|0|0|0
4590|APMUKS(BJ) B004214.32-092228.3| 11.19183 |  -9.10106 |G|||||1|0|1|1|0|0|0
4591|ABELL 0085:[SDG98] 3747| 11.19258 |  -8.29908 |G|||||1|0|0|0|0|0|0
4592|APMUKS(BJ) B004214.40-085400.9| 11.19262 |  -8.62675 |G|||||1|0|1|1|0|0|0
4593|ABELL 0085:[SDG98] 3749| 11.19304 |  -8.65944 |G|||||1|0|0|0|0|0|0
4594|ABELL 0085:[SDG98] 3750| 11.19358 | -10.12633 |G|||||1|0|0|0|0|0|0
4595|ABELL 0085:[SDG98] 3751| 11.19379 |  -9.09403 |G|||||1|0|0|0|0|0|0
4596|APMUKS(BJ) B004215.00-101200.6| 11.19379 |  -9.92680 |G| 14798| 0.049361 |    ||2|0|1|1|0|0|0
4597|ABELL 0085:[SDG98] 3753| 11.19417 |  -9.75978 |G|||||1|0|0|0|0|0|0
4598|ABELL 0085:[SDG98] 3754| 11.19433 |  -8.31781 |G|||||1|0|0|0|0|0|0
4599|APMUKS(BJ) B004214.87-084730.8| 11.19471 |  -8.51850 |G|||||1|0|1|1|0|0|0
4600|APMUKS(BJ) B004215.29-101734.8| 11.19504 | -10.01967 |G|||||1|0|1|1|0|0|0
4601|APMUKS(BJ) B004215.52-103354.5| 11.19571 | -10.29169 |G|||||1|0|1|1|0|0|0
4602|APMUKS(BJ) B004215.29-092718.4| 11.19583 |  -9.18161 |G|||||1|0|1|1|0|0|0
4603|APMUKS(BJ) B004215.59-102829.4| 11.19625 | -10.20142 |G|||||1|0|1|1|0|0|0
4604|ABELL 0085:[SDG98] 3760| 11.19633 |  -9.21656 |G|||||1|0|0|0|0|0|0
4605|ABELL 0085:[SDG98] 3761| 11.19708 |  -9.01175 |G|||||1|0|0|0|0|0|0
4606|ABELL 0085:[SDG98] 3762| 11.19746 |  -8.61261 |G|||||1|0|0|0|0|0|0
4607|ABELL 0085:[SDG98] 3763| 11.19808 |  -9.20911 |G|||||1|0|0|0|0|0|0
4608|APMUKS(BJ) B004216.13-100620.5| 11.19879 |  -9.83228 |G|||||1|0|1|1|0|0|0
4609|APMUKS(BJ) B004216.64-100804.8| 11.20079 |  -9.86133 |G|||||1|0|1|1|0|0|0
4610|ABELL 0085:[SDG98] 3766| 11.20138 |  -8.57911 |G|||||1|0|0|0|0|0|0
4611|APMUKS(BJ) B004217.15-092738.9| 11.20354 |  -9.18739 |G|||||1|0|1|1|0|0|0
4612|2MASX J00444958-0950517| 11.20629 |  -9.84763 |G| 46994| 0.156755 |    ||2|0|10|1|0|2|0
4613|SDSS J004449.82-093100.1| 11.20758 |  -9.51663 |G| 28701| 0.095737 |    ||2|0|21|2|2|4|0
4614|APMUKS(BJ) B004218.16-092105.0| 11.20804 |  -9.07799 |G| 62131| 0.207246 |    ||2|0|1|1|0|0|0
4615|SDSS J004450.01-095033.1| 11.20839 |  -9.84254 |G|  5758| 0.019208 |    ||2|0|22|2|2|4|0
4616|ABELL 0085:[SDG98] 3772| 11.20896 |  -9.45236 |G|||||1|0|0|0|0|0|0
4617|ABELL 0085:[SDG98] 3773| 11.21000 |  -9.78606 |G|||||1|0|0|0|0|0|0
4618|APMUKS(BJ) B004218.72-083613.4| 11.21079 |  -8.33036 |G|||||1|0|1|1|0|0|0
4619|ABELL 0085:[SDG98] 3775| 11.21087 |  -9.07681 |G|||||1|0|0|0|0|0|0
4620|ABELL 0085:[SDG98] 3776| 11.21092 |  -9.80622 |G|||||1|0|0|0|0|0|0
4621|APMUKS(BJ) B004219.16-103201.6| 11.21100 | -10.26039 |G|||||1|0|1|1|0|0|0
4622|APMUKS(BJ) B004219.11-092443.7| 11.21171 |  -9.13872 |G|||||1|0|1|1|0|0|0
4623|APMUKS(BJ) B004219.22-095122.7| 11.21171 |  -9.58278 |G|||||1|0|1|1|0|0|0
4624|APMUKS(BJ) B004219.38-103117.0| 11.21187 | -10.24797 |G|||||1|0|1|1|0|0|0
4625|ABELL 0085:[SDG98] 3781| 11.21283 |  -9.72728 |G|||||1|0|0|0|0|0|0
4626|APMUKS(BJ) B004219.37-083648.9| 11.21346 |  -8.34025 |G|||||1|0|1|1|0|0|0
4627|2MASX J00445135-0949288| 11.21387 |  -9.82471 |G| 39683| 0.132367 |    ||2|0|31|2|1|6|0
4628|SDSS J004451.38-090340.9| 11.21409 |  -9.06137 |G| 16415| 0.054754 |    ||1|0|21|2|1|4|0
4629|APMUKS(BJ) B004219.51-084105.1| 11.21417 |  -8.41136 |G|||||1|0|1|1|0|0|0
4630|APMUKS(BJ) B004219.95-101537.7| 11.21442 |  -9.98719 |G|||||1|0|1|1|0|0|0
4631|ABELL 0085:[SDG98] 3787| 11.21458 |  -8.34292 |G|||||1|0|0|0|0|0|0
4632|APMUKS(BJ) B004220.11-103206.5| 11.21475 | -10.26167 |G|||||1|0|1|1|0|0|0
4633|2MASX J00445152-0908228| 11.21485 |  -9.13949 |G| 56512| 0.188503 |    ||1|0|30|2|2|6|0
4634|APMUKS(BJ) B004220.22-103111.7| 11.21529 | -10.24658 |G|||||1|0|1|1|0|0|0
4635|ABELL 0085:[SDG98] 3791| 11.21583 |  -9.83875 |G|||||1|0|0|0|0|0|0
4636|ABELL 0085:[SDG98] 3792| 11.21588 |  -8.45944 |G|||||1|0|0|0|0|0|0
4637|ABELL 0085:[SDG98] 3793| 11.21633 |  -9.92892 |G|||||1|0|0|0|0|0|0
4638|ABELL 0085:[SDG98] 3794| 11.21642 |  -9.92672 |G|||||1|0|0|0|0|0|0
4639|APMUKS(BJ) B004220.38-094853.9| 11.21658 |  -9.54142 |G|||||1|0|1|1|0|0|0
4640|APMUKS(BJ) B004220.62-103130.5| 11.21704 | -10.25164 |G|||||1|0|1|1|0|0|0
4641|SDSS J004452.11-090454.6| 11.21712 |  -9.08184 |G| 91224| 0.304291 |    ||1|0|20|1|1|4|0
4642|SDSS J004452.15-094532.9| 11.21730 |  -9.75914 |G| 37988| 0.126714 |    ||1|0|21|2|1|4|0
4643|APMUKS(BJ) B004220.45-085221.5| 11.21779 |  -8.59922 |G|||||1|0|1|1|0|0|0
4644|ABELL 0085:[SDG98] 3800| 11.21862 |  -9.28864 |G|||||1|0|0|0|0|0|0
4645|APMUKS(BJ) B004220.82-093808.5| 11.21862 |  -9.36233 |G|||||1|0|1|1|0|0|0
4646|APMUKS(BJ) B004220.85-094610.4| 11.21867 |  -9.49608 |G|||||1|0|1|1|0|0|0
4647|2MASX J00445257-0949478| 11.21908 |  -9.82997 |G|||||1|0|10|1|0|2|0
4648|APMUKS(BJ) B004221.03-092808.9| 11.21954 |  -9.19572 |G|||||1|0|1|1|0|0|0
4649|ABELL 0085:[SDG98] 3805| 11.21979 |  -8.43867 |G|||||1|0|0|0|0|0|0
4650|APMUKS(BJ) B004221.15-084444.8| 11.22083 |  -8.47239 |G|||||1|0|1|1|0|0|0
4651|APMUKS(BJ) B004221.47-094303.4| 11.22125 |  -9.44417 |G|||||1|0|1|1|0|0|0
4652|APMUKS(BJ) B004221.47-093510.1| 11.22142 |  -9.31278 |G|||||1|0|1|1|0|0|1
4653|ABELL 0085:[SDG98] 3809| 11.22175 |  -9.90978 |G|||||1|0|0|0|0|0|1
4654|APMUKS(BJ) B004221.40-083616.6| 11.22196 |  -8.33122 |G|||||1|0|1|1|0|0|1
4655|ABELL 0085:[SDG98] 3811| 11.22279 |  -8.57569 |G|||||1|0|0|0|0|0|0
4656|APMUKS(BJ) B004222.04-103230.4| 11.22292 | -10.26842 |G|||||1|0|1|1|0|0|0
4657|ABELL 0085:[SDG98] 3813| 11.22379 |  -8.39669 |G|||||1|0|0|0|0|0|0
4658|APMUKS(BJ) B004222.05-083616.6| 11.22471 |  -8.33128 |G|||||1|0|1|1|0|0|1
4659|SDSS J004453.96-093143.4| 11.22485 |  -9.52873 |G| 29782| 0.099343 |    ||1|0|21|2|2|4|0
